ToLID,Species,NCBI Species,Common name,Assembly version,Pipeline version,Curated,Required purging? (HiC asm only),Total bp,Genome size¹,Heterozygosity¹,Sequencing depth,Repeat content¹,Sex (metadata),Heterogametic,Mitogenome?,Assembler,Instance,Bionano,Draft assembly folder,,Curated assembly folder,Notes,% assigned to chr,# scaffolds,Total scaffold length,Average scaffold length,Scaffold N50,Scaffold auN,Scaffold L50,Scaffold NG50,Scaffold auNG,Scaffold LG50,Largest scaffold,Smallest scaffold,# contigs,Total contig length,Average contig length,Contig N50,Contig auN,Contig L50,Contig NG50,Contig auNG,Contig LG50,Largest contig,Smallest contig,# gaps in scaffolds,Total gap length in scaffolds,Average gap length in scaffolds,Gap N50 in scaffolds,Gap auN in scaffolds,Gap L50 in scaffolds,Largest gap in scaffolds,Smallest gap in scaffolds,Base composition (A:C:G:T),GC content %
bEmpObe1,Empidonax oberholseri,,American dusky flycatcher,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Empidonax_oberholseri/bEmpObe1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bVirGri1,Vireo griseus,,White-eyed vireo,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Vireo_griseus/bVirGri1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bVirGri1,Vireo griseus,,White-eyed vireo,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Vireo_griseus/bVirGri1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fPsiMai1,Psilogobius mainlandi,,Hawaiian Shrimp Goby,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Psilogobius_mainlandi/fPsiMai1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fPsiMai1,Psilogobius mainlandi,,Hawaiian Shrimp Goby,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Psilogobius_mainlandi/fPsiMai1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bPipEry1,Pipilo erythrophthalmus,,Eastern towhee,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Pipilo_erythrophthalmus/bPipEry1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bPipEry1,Pipilo erythrophthalmus,,Eastern towhee,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Pipilo_erythrophthalmus/bPipEry1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bThrLud1,Thryothorus ludovicianus,,Carolina wren,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Thryothorus_ludovicianus/bThrLud1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bThrLud1,Thryothorus ludovicianus,,Carolina wren,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Thryothorus_ludovicianus/bThrLud1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fLepPlt1,Lepisosteus platostomus,,Shortnose gar,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Lepisosteus_platostomus/fLepPlt1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fLepPlt1,Lepisosteus platostomus,,Shortnose gar,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Lepisosteus_platostomus/fLepPlt1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fRivCyl1,Rivulus cylindraceus,,Green Rivulus,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Rivulus_cylindraceus/fRivCyl1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fRivCyl1,Rivulus cylindraceus,,Green Rivulus,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Rivulus_cylindraceus/fRivCyl1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bPasCya1,Passerina cyanea,,Indigo bunting,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Passerina_cyanea/bPasCya1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bPasCya1,Passerina cyanea,,Indigo bunting,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Passerina_cyanea/bPasCya1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rParPic3,Paroedura picta,,Madagascar ground gecko,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Paroedura_picta/rParPic3/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rParPic3,Paroedura picta,,Madagascar ground gecko,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Paroedura_picta/rParPic3/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fOphCon1,Ophthalmolebias constanciae,,Featherfin Pearlfish,hap1,HiC,,no,,,,,,,,N,Ying Chen,RU,,s3://genomeark/species/Ophthalmolebias_constanciae/fOphCon1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fOphCon1,Ophthalmolebias constanciae,,Featherfin Pearlfish,hap2,HiC,,no,,,,,,,,N,Ying Chen,RU,,s3://genomeark/species/Ophthalmolebias_constanciae/fOphCon1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mPteRuf1,Pteropus rufus,,Madagascan flying fox,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Pteropus_rufus/mPteRuf1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mPteRuf1,Pteropus rufus,,Madagascan flying fox,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Pteropus_rufus/mPteRuf1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mBlaBre2,Blarina brevicauda,,Northern short-tailed shrew,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Blarina_brevicauda/mBlaBre2/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mBlaBre2,Blarina brevicauda,,Northern short-tailed shrew,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Blarina_brevicauda/mBlaBre2/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bConSor1,Contopus sordidulus,,Western wood pewee,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Contopus_sordidulus/bConSor1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bConSor1,Contopus sordidulus,,Western wood pewee,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Contopus_sordidulus/bConSor1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mPerMan3,Peromyscus maniculatus,,American deer mouse,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Peromyscus_maniculatus/mPerMan3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mPerMan3,Peromyscus maniculatus,,American deer mouse,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Peromyscus_maniculatus/mPerMan3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mPerPar1,Perognathus parvus,,Great Basin pocket mouse,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Perognathus_parvus/mPerPar1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mPerPar1,Perognathus parvus,,Great Basin pocket mouse,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Perognathus_parvus/mPerPar1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mRouMad1,Rousettus madagascariensis,,Madagascan rousette,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Rousettus_madagascariensis/mRouMad1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mRouMad1,Rousettus madagascariensis,,Madagascan rousette,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Rousettus_madagascariensis/mRouMad1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mTupBel1,Tupaia belangeri,,Northern treeshrew,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Tupaia_belangeri/mTupBel1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mTupBel1,Tupaia belangeri,,Northern treeshrew,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Tupaia_belangeri/mTupBel1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mReiHum1,Reithrodontomys humulis,,Eastern harvest mouse,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Reithrodontomys_humulis/mReiHum1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mReiHum1,Reithrodontomys humulis,,Eastern harvest mouse,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Reithrodontomys_humulis/mReiHum1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fDatPol1,Datnioides polota,,Four-banded tiger perch,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Datnioides_polota/fDatPol1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fDatPol1,Datnioides polota,,Four-banded tiger perch,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Datnioides_polota/fDatPol1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bSteCar1,Steatornis caripensis,,Oilbird,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Steatornis_caripensis/bSteCar1/assembly_vgp_HiC_2.0/ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bSteCar1,Steatornis caripensis,,Oilbird,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Steatornis_caripensis/bSteCar1/assembly_vgp_HiC_2.0/ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bColMon2,Coloeus monedula,,Eurasian jackdaw,hap1,HiC,,no,,,,,,,,N,Ying Chen,RU,,s3://genomeark/species/Coloeus_monedula/bColMon2/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bColMon2,Coloeus monedula,,Eurasian jackdaw,hap2,HiC,,no,,,,,,,,N,Ying Chen,RU,,s3://genomeark/species/Coloeus_monedula/bColMon2/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bCarCad1,Cardinalis cardinalis,,Northern cardinal,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Cardinalis_cardinalis/bCarCad1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bCarCad1,Cardinalis cardinalis,,Northern cardinal,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Cardinalis_cardinalis/bCarCad1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mGlaSab2,Glaucomys sabrinus,,Northern flying squirrel,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Glaucomys_sabrinus/mGlaSab2/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mGlaSab2,Glaucomys sabrinus,,Northern flying squirrel,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Glaucomys_sabrinus/mGlaSab2/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mPerTru1,Peromyscus truei,,Pinyon mouse,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Peromyscus_truei/mPerTru1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mPerTru1,Peromyscus truei,,Pinyon mouse,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Peromyscus_truei/mPerTru1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fChaZeb2,Characidium zebra,,Zebra darter,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Characidium_zebra/fChaZeb2/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fChaZeb2,Characidium zebra,,Zebra darter,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Characidium_zebra/fChaZeb2/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fSpiTha1,Spirinchus thaleichthys,,Longfin smelt,hap1,HiC,,no,,,,,,,,N,Ying Chen,RU,,s3://genomeark/species/Spirinchus_thaleichthys/fSpiTha1/assembly_vgp_HiC_2.0/ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fSpiTha1,Spirinchus thaleichthys,,Longfin smelt,hap2,HiC,,no,,,,,,,,N,Ying Chen,RU,,s3://genomeark/species/Spirinchus_thaleichthys/fSpiTha1/assembly_vgp_HiC_2.0/ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fStyPho2,Stylephorus chordatus,,Tube-eye fish,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Stylephorus_chordatus/fStyCho2/assembly_vgp_HiC_2.0/ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fStyPho2,Stylephorus chordatus,,Tube-eye fish,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Stylephorus_chordatus/fStyCho2/assembly_vgp_HiC_2.0/ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fAplLin1,Aplocheilus lineatus,,Striped panchax,hap1,HiC,,yes,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Aplocheilus_lineatus/fAplLin1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fAplLin1,Aplocheilus lineatus,,Striped panchax,hap2,HiC,,yes,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Aplocheilus_lineatus/fAplLin1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fPanBuc1,Pantodon buchholzi,,African butterflyfish,hap1,HiC,,yes,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Pantodon_buchholzi/fPanBuc1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fPanBuc1,Pantodon buchholzi,,African butterflyfish,hap2,HiC,,yes,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Pantodon_buchholzi/fPanBuc1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fNemWhi1,Nematolebias whitei,,Rio pearlfish,hap1,HiC,,no,,,,,,,,N,Ying Chen,RU,,s3://genomeark/species/Nematolebias_whitei/fNemWhi1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fNemWhi1,Nematolebias whitei,,Rio pearlfish,hap2,HiC,,no,,,,,,,,N,Ying Chen,RU,,s3://genomeark/species/Nematolebias_whitei/fNemWhi1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mTamStr1,Tamias striatus,,Eastern chipmunk,hap1,HiC,,yes,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Tamias_striatus/mTamStr1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mTamStr1,Tamias striatus,,Eastern chipmunk,hap2,HiC,,yes,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Tamias_striatus/mTamStr1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bPasIli2,Passerella iliaca,,Fox sparrow,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Passerella_iliaca/bPasIli2/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bPasIli2,Passerella iliaca,,Fox sparrow,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Passerella_iliaca/bPasIli2/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bPirLud1,Piranga ludoviciana,,Western tanager,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Piranga_ludoviciana/bPirLud1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bPirLud1,Piranga ludoviciana,,Western tanager,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Piranga_ludoviciana/bPirLud1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bPsaMin1,Psaltriparus minimus,,American bushtit,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Psaltriparus_minimus/bPsaMin1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bPsaMin1,Psaltriparus minimus,,American bushtit,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Psaltriparus_minimus/bPsaMin1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bToxRuf1,Toxostoma rufum,,Brown thrasher,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Toxostoma_rufum/bToxRuf1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bToxRuf1,Toxostoma rufum,,Brown thrasher,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Toxostoma_rufum/bToxRuf1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fAlbGlo1,Albula glossodonta,,Roundjaw bonefish,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Albula_glossodonta/fAlbGlo1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fAlbGlo1,Albula glossodonta,,Roundjaw bonefish,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Albula_glossodonta/fAlbGlo1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bMelCao1,Melanerpes carolinus,,Red-bellied woodpecker,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Melanerpes_carolinus/bMelCao1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bMelCao1,Melanerpes carolinus,,Red-bellied woodpecker,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Melanerpes_carolinus/bMelCao1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fAleTen1,Alepocephalus tenebrosus,,California slickhead,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Alepocephalus_tenebrosus/fAleTen1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fAleTen1,Alepocephalus tenebrosus,,California slickhead,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Alepocephalus_tenebrosus/fAleTen1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bButLin1,Buteo lineatus,,Red-shouldered hawk,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Buteo_lineatus/bButLin1/assembly_vgp_HiC_2.0/ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bButLin1,Buteo lineatus,,Red-shouldered hawk,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Buteo_lineatus/bButLin1/assembly_vgp_HiC_2.0/ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mPerPol1,Peromyscus polionotus,,Oldfield mouse,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Peromyscus_polionotus/mPerPol1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mPerPol1,Peromyscus polionotus,,Oldfield mouse,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Peromyscus_polionotus/mPerPol1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bSetCit1,Setophaga citrina,,Hooded warbler,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Setophaga_citrina/bSetCit1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bSetCit1,Setophaga citrina,,Hooded warbler,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Setophaga_citrina/bSetCit1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bSetCor1,Setophaga coronata,,Yellow-rumped warbler,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Setophaga_coronata/bSetCor1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bSetCor1,Setophaga coronata,,Yellow-rumped warbler,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Setophaga_coronata/bSetCor1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rPlaMeg1,Platysternon megacephalum,,Big-headed turtle,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Platysternon_megacephalum/rPlaMeg1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rPlaMeg1,Platysternon megacephalum,,Big-headed turtle,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Platysternon_megacephalum/rPlaMeg1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kcIchGage1,Ichthyomyzon gagei,,Southern brook lamprey,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Ichthyomyzon_gagei/kcIchGage1/somatic/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kcIchGage1,Ichthyomyzon gagei,,Southern brook lamprey,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Ichthyomyzon_gagei/kcIchGage1/somatic/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mSigHis2,Sigmodon hispidus,,Hispid cotton rat,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Sigmodon_hispidus/mSigHis2/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mSigHis2,Sigmodon hispidus,,Hispid cotton rat,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Sigmodon_hispidus/mSigHis2/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mAmbHot1,Amblysomus hottentotus,,Golden mole,hap1,HiC,no curation,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Amblysomus_hottentotus/mAmbHot1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mAmbHot1,Amblysomus hottentotus,,Golden mole,hap2,HiC,no curation,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Amblysomus_hottentotus/mAmbHot1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
